,timepoint_id,sample_id,timepoint_unknown,persistent_beta_param,persistent_gamma_param,S_state,I_state,R_state,incident_cases_observable_state,beta_param_observable_state
116,15,1,15.0,0.0013975321780890226,0.04311162233352661,0.01334311068058014,653.7590942382812,346.2272644042969,0.012190924026072025,0.0013975321780890226
117,16,1,16.0,0.0013975321780890226,0.04311162233352661,0.005456237588077784,626.1810913085938,373.8133850097656,0.004774798639118671,0.0013975321780890226
118,17,1,17.0,0.0013975321780890226,0.04311162233352661,0.0023169328924268484,599.7621459960938,400.2353210449219,0.0019420228200033307,0.0013975321780890226
119,18,1,18.0,0.0013975321780890226,0.04311162233352661,0.001020065858028829,574.4560546875,425.54266357421875,0.0008189301588572562,0.0013975321780890226
120,19,1,19.0,0.0013975321780890226,0.04311162233352661,0.0004649184993468225,550.2191162109375,449.78204345703125,0.0003574985603336245,0.0013975321780890226
121,20,1,20.0,0.0013975321780890226,0.04311162233352661,0.00021904014283791184,527.0007934570312,472.9988098144531,0.0001613231870578602,0.0013975321780890226
122,21,1,21.0,0.0013975321780890226,0.04311162233352661,0.00010652801574906334,504.7638244628906,495.2359313964844,7.514738535974175e-05,0.0013975321780890226
123,22,1,22.0,0.0013975321780890226,0.04311162233352661,5.340874122339301e-05,483.46527099609375,516.5350341796875,3.6086057662032545e-05,0.0013975321780890226
124,23,1,23.0,0.0013975321780890226,0.04311162233352661,2.756876165221911e-05,463.0650939941406,536.9347534179688,1.78410791704664e-05,0.0013975321780890226
125,24,1,24.0,0.0013975321780890226,0.04311162233352661,1.4632845704909414e-05,443.5257873535156,556.4739990234375,9.070045962289441e-06,0.0013975321780890226
126,25,1,25.0,0.0013975321780890226,0.04311162233352661,7.977218956511933e-06,424.81103515625,575.18896484375,4.735971742775291e-06,0.0013975321780890226
127,26,1,26.0,0.0013975321780890226,0.04311162233352661,4.461688149604015e-06,406.8858642578125,593.1139526367188,2.537076852604514e-06,0.0013975321780890226
128,27,1,27.0,0.0013975321780890226,0.04311162233352661,2.5576259758963715e-06,389.7171325683594,610.2827758789062,1.3929911801824346e-06,0.0013975321780890226
129,28,1,28.0,0.0013975321780890226,0.04311162233352661,1.500986286373518e-06,373.2731628417969,626.7271118164062,7.830063850633451e-07,0.0013975321780890226
130,29,1,29.0,0.0013975321780890226,0.04311162233352661,9.007804351313098e-07,357.5223083496094,642.4776000976562,4.500739976265322e-07,0.0013975321780890226
131,30,1,30.0,0.0013975321780890226,0.04311162233352661,5.524107109522447e-07,342.4364929199219,657.5634765625,2.6436498501425376e-07,0.0013975321780890226
132,31,1,31.0,0.0013975321780890226,0.04311162233352661,3.458518449406256e-07,327.9872131347656,672.0126342773438,1.5852903345603409e-07,0.0013975321780890226
133,32,1,32.0,0.0013975321780890226,0.04311162233352661,2.2083396800098853e-07,314.1477355957031,685.8533935546875,9.695308023083271e-08,0.0013975321780890226
134,33,1,33.0,0.0013975321780890226,0.04311162233352661,1.4369510381584405e-07,300.89202880859375,699.1078491210938,6.042469635758607e-08,0.0013975321780890226
